id;area_calc;elev_mean;elev_med;elev_ran;elev_std;slope_mean;mvert_dist;mvert_ang;asp_mean;elon_ratio;strm_dens;p_mean;ref_et_mean;aridity;p_season;frac_snow;high_prec_fr;high_prec_du;high_prec_timing;lo_prec_fr;low_prec_du;low_prec_timing;p_mean_ERA5L;pet_mean_ERA5L;aridity_ERA5L;p_season_ERA5L;frac_snow_ERA5L;high_prec_fr_ERA5L;high_prec_du_ERA5L;high_prec_timing_ERA5L;lo_prec_fr_ERA5L;low_prec_du_ERA5L;low_prec_timing_ERA5L;q_mean;runoff_ratio;hfd_mean;slope_fdc;baseflow_index_ladson;stream_elas;high_q_freq;high_q_dur;Q95;low_q_freq;low_q_dur;Q5;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_pa_fra;gc_pb_fra;gc_va_fra;gc_vb_fra;gc_23_dom;gc_23_pavr;gc_23_pb;gc_23_vapy;gc_23_vbsr;gc_23_vbpy;gc_23_vb;g_dom_NI;g621_fra;g701_fra;g743_fra;g746_fra;gbinn_fra;ggnew_fra;ggold_fra;ghraun_fra;gbnew_fra;gbold_fra;gmob_fra;gsgos_fra;gsinn_fra;gsn_fra;gsnew_fra;gsold_fra;g_frac;g_area;g_mean_el;g_min_el;g_max_el;g_aspect;g_slope;g_slopel20;g_lon;g_lat;degimpact;typimpact
1;189.932;289.528;292.295;1032.913;176.473;172.789;32.0;299;169.985;0.486;0.36;4.34;0.6;0.14;-0.38;0.31;12.45;1.12;djf;174.45;3.1;jja;3.91;1.41;0.36;-0.24;0.28;10.3;1.11;djf;161.9;2.87;jja;4.546;1.115;153.417;2.715;0.561;1.365;4.001;1.714;12.549;6.085;3.174;0.996;322;0.028;0.112;0.082;0.0;0.081;0.0;0.634;0.037;1.43;1.43;0.51;-0.02;0.7;0.7;1.436;0.513;0.413;0.07;0.628;0.233;0.14;0.152;0.012;vb;0.0;0.0;0.08;0.92;vb__sr;0.0;0.0;0.08;0.573;0.346;0.0;gold;0.0;0.0;0.068;0.0;0.003;0.348;0.542;0.0;0.0;0.0;0.0;0.039;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;A
2;525.265;884.189;787.682;867.832;211.002;77.564;29.9;34;157.578;0.865;0.48;3.79;0.55;0.14;-0.43;0.67;12.7;1.25;djf;168.2;2.83;jja;2.98;0.49;0.17;-0.26;0.64;7.3;1.13;djf;144.1;2.43;jja;;;;;;;;;;;;;332;0.0;0.69;0.0;0.196;0.002;0.0;0.001;0.034;0.1;0.1;0.07;-0.07;0.02;0.02;16.341;0.81;0.355;0.113;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.961;0.039;hraun;0.218;0.0;0.0;0.0;0.0;0.196;0.0;0.395;0.0;0.011;0.179;0.0;0.0;0.0;0.0;0.0;0.191;100.215;1266.816;800.011;1532.225;92.854;74.086;103.569;516630.196;489682.742;u;F
3;1134.906;867.15;828.054;1304.542;193.966;107.203;54.2;339;173.625;0.701;0.43;3.17;0.53;0.17;-0.39;0.68;10.05;1.15;djf;167.6;2.82;jja;2.89;0.54;0.19;-0.22;0.63;6.7;1.11;djf;140.95;2.36;jja;3.078;0.985;240.417;1.423;0.757;0.615;;;6.776;;;1.459;332;0.0;0.816;0.0;0.091;0.005;0.0;0.034;0.018;0.15;0.15;0.1;-0.07;0.06;0.06;9.079;0.536;0.41;0.075;0.616;0.257;0.127;0.164;0.014;vb;0.0;0.0;0.037;0.963;vbpy__;0.0;0.0;0.037;0.246;0.699;0.018;gnew;0.101;0.0;0.0;0.0;0.0;0.357;0.243;0.186;0.0;0.005;0.083;0.024;0.0;0.0;0.0;0.0;0.088;100.296;1266.74;800.011;1532.225;92.925;74.067;103.569;516625.199;489685.825;u;F
4;225.994;999.572;882.287;828.938;248.928;85.301;26.6;31;133.192;0.637;0.49;4.71;0.54;0.12;-0.45;0.72;12.95;1.25;djf;158.75;2.79;jja;3.07;0.37;0.12;-0.28;0.66;7.7;1.15;djf;145.15;2.49;jja;;;;;;;;;;;;;332;0.0;0.481;0.0;0.411;0.0;0.0;0.0;0.021;0.06;0.06;0.05;-0.08;0.01;0.01;8.0;0.614;0.355;0.081;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.91;0.09;621;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.218;0.0;0.026;0.306;0.0;0.0;0.0;0.0;0.0;0.403;91.13;1265.235;800.011;1531.728;92.456;69.56;101.276;515974.85;490006.497;u;F
5;130.323;623.64;632.957;652.128;55.218;35.077;19.9;58;176.643;0.648;0.16;2.61;0.56;0.22;-0.21;0.57;15.2;1.19;son;213.25;3.33;jja;3.05;0.65;0.21;-0.28;0.57;12.8;1.17;djf;173.6;2.66;jja;;;;;;;;;;;;;322;0.0;0.043;0.0;0.0;0.086;0.0;0.654;0.218;0.71;0.71;0.44;-0.07;0.63;0.63;1.049;1.0;0.347;0.128;0.839;0.112;0.047;0.048;0.011;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;0.658;0.342;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.529;0.471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
6;1492.803;721.564;644.055;1384.034;268.229;55.253;80.8;328;196.58;0.539;0.5;3.46;0.59;0.17;-0.43;0.59;11.7;1.23;djf;170.2;2.97;jja;3.06;0.64;0.21;-0.25;0.55;8.25;1.12;djf;152.2;2.6;jja;;;;;;;;;;;;;332;0.0;0.47;0.0;0.118;0.05;0.0;0.233;0.099;0.35;0.35;0.23;-0.07;0.26;0.26;20.071;0.76;0.375;0.107;0.723;0.204;0.074;0.11;0.014;vb;0.0;0.0;0.001;0.999;vbpy__;0.0;0.0;0.001;0.0;0.955;0.044;hraun;0.137;0.0;0.001;0.0;0.0;0.152;0.0;0.526;0.0;0.046;0.137;0.001;0.0;0.0;0.0;0.0;0.117;174.435;1343.778;848.52;1789.067;268.458;87.704;112.657;499087.082;483070.641;u;F
7;1673.314;687.824;627.79;1700.089;273.362;61.441;89.9;331;194.155;0.513;0.48;3.3;0.6;0.18;-0.42;0.57;11.4;1.22;djf;172.15;2.97;jja;3.02;0.68;0.23;-0.23;0.54;8.2;1.12;djf;152.9;2.62;jja;2.392;0.711;183.0;0.628;0.786;0.738;0.195;3.0;3.9;;;1.271;332;0.004;0.427;0.0;0.105;0.046;0.0;0.284;0.107;0.45;0.45;0.26;-0.07;0.32;0.32;18.803;0.786;0.372;0.111;0.73;0.201;0.07;0.106;0.014;vb;0.0;0.0;0.001;0.999;vbpy__;0.0;0.0;0.001;0.025;0.936;0.039;hraun;0.123;0.0;0.001;0.0;0.0;0.217;0.027;0.47;0.0;0.041;0.122;0.001;0.0;0.0;0.0;0.0;0.104;174.61;1343.588;848.52;1789.067;268.295;87.699;112.657;499049.931;483073.303;s;A
8;642.085;311.843;261.237;1130.76;219.81;115.877;31.8;180;176.428;0.9;0.39;5.07;0.55;0.11;-0.19;0.28;10.75;1.11;;167.5;3.03;jja;5.21;3.33;0.64;-0.23;0.26;10.0;1.11;djf;148.3;2.78;mam;9.193;1.882;175.143;0.424;0.877;0.534;;;12.891;;;7.039;322;0.044;0.229;0.049;0.0;0.028;0.001;0.526;0.099;1.41;1.41;0.48;0.0;0.68;0.68;6.598;0.965;0.357;0.129;0.799;0.146;0.054;0.07;0.012;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.803;0.197;hraun;0.0;0.0;0.0;0.0;0.0;0.027;0.0;0.532;0.0;0.182;0.258;0.001;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
9;37.148;906.429;946.693;1362.123;279.619;423.293;10.3;347;195.485;0.667;0.35;3.55;0.64;0.18;-0.36;0.78;14.4;1.27;son;181.0;2.93;jja;3.28;0.48;0.15;-0.18;0.64;7.9;1.22;son;143.9;2.37;jja;5.076;1.383;258.0;3.416;0.615;-1.499;3.425;2.708;16.351;71.511;16.349;0.674;332;0.002;0.702;0.0;0.07;0.0;0.0;0.226;0.0;0.46;0.46;0.23;-0.07;0.27;0.27;0.5;0.1;0.47;0.019;0.45;0.33;0.222;0.25;0.014;vb;0.0;0.0;0.108;0.892;vb__sr;0.0;0.0;0.108;0.892;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;0.777;0.0;0.0;0.0;0.0;0.223;0.0;0.0;0.0;0.0;0.071;2.649;1146.587;950.168;1397.42;196.789;291.748;263.797;529479.519;567344.17;u;F
10;67.377;676.962;667.014;252.022;38.88;66.172;11.1;63;176.23;0.833;0.42;4.64;0.37;0.08;-0.34;0.55;12.7;1.16;djf;174.45;3.1;jja;4.0;0.91;0.23;-0.22;0.47;8.85;1.13;djf;154.85;2.79;mam;;;;;;;;;;;;;332;0.0;0.919;0.0;0.0;0.033;0.0;0.033;0.0;0.18;0.18;0.09;-0.07;0.03;0.03;1.0;1.0;0.348;0.13;0.836;0.122;0.046;0.051;0.011;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.497;0.0;0.315;0.0;0.0;0.188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
11;226.835;752.434;769.226;1411.005;260.905;138.211;34.2;182;183.059;0.497;0.48;7.11;0.53;0.07;-0.29;0.41;16.1;1.2;djf;168.45;3.01;jja;6.06;0.8;0.13;-0.29;0.47;11.6;1.2;djf;124.1;2.29;mam;10.568;1.478;270.5;3.273;0.642;-0.238;0.665;1.067;27.484;29.305;7.833;1.886;335;0.0;0.363;0.0;0.329;0.0;0.0;0.292;0.003;0.27;0.27;0.2;-0.06;0.2;0.2;0.965;0.047;0.475;0.006;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.003;0.997;vbpy__;0.0;0.0;0.003;0.0;0.705;0.291;gnew;0.4;0.0;0.0;0.0;0.0;0.468;0.0;0.0;0.0;0.1;0.033;0.0;0.0;0.0;0.0;0.0;0.331;75.015;996.896;666.918;1468.021;171.933;66.627;57.315;562357.77;410963.394;u;F
12;42.634;534.741;562.022;812.671;123.421;112.934;11.4;254;206.769;0.647;0.23;5.91;0.41;0.07;-0.43;0.57;12.75;1.11;son;159.2;2.84;jja;4.07;0.72;0.18;-0.35;0.48;9.9;1.14;djf;158.0;2.95;jja;6.771;1.191;183.0;1.82;0.63;0.822;0.212;1.0;15.506;7.307;2.654;1.945;332;0.0;0.744;0.0;0.0;0.05;0.0;0.206;0.0;0.28;0.28;0.17;-0.07;0.17;0.17;0.923;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
13;269.841;265.126;255.359;726.202;114.483;99.105;23.8;275;199.537;0.777;0.54;5.84;0.54;0.09;-0.28;0.25;13.45;1.1;son;161.65;2.94;jja;4.27;3.18;0.74;-0.16;0.22;8.25;1.08;djf;151.7;2.72;mam;1.282;0.224;159.625;1.581;0.727;2.982;0.552;2.0;3.032;0.322;1.167;0.503;322;0.002;0.139;0.016;0.0;0.01;0.024;0.779;0.011;1.04;1.04;0.46;-0.0;0.63;0.63;1.082;1.0;0.404;0.134;0.763;0.116;0.121;0.085;0.011;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.606;0.394;hraun;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.456;0.128;0.21;0.189;0.006;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;A
14;401.329;579.522;633.651;1414.296;251.754;134.272;39.5;251;210.73;0.572;0.46;5.72;0.48;0.08;-0.46;0.42;11.35;1.11;djf;154.1;2.76;jja;5.21;1.12;0.22;-0.31;0.37;8.15;1.12;djf;132.65;2.49;mam;4.474;0.792;194.667;0.572;0.839;0.635;;;7.556;;;3.123;332;0.002;0.789;0.0;0.014;0.0;0.0;0.165;0.0;0.35;0.34;0.2;-0.06;0.18;0.18;2.469;0.18;0.462;0.026;0.466;0.318;0.211;0.239;0.014;vb;0.0;0.0;0.005;0.995;vb____;0.0;0.0;0.005;0.0;0.37;0.625;bold;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.046;0.165;0.463;0.287;0.008;0.0;0.0;0.01;0.002;0.012;4.802;1101.883;815.835;1253.526;277.262;195.696;270.395;470239.15;366121.548;l;C
15;125.52;700.617;711.047;853.827;132.758;115.391;22.8;359;201.917;0.555;0.43;5.37;0.46;0.08;-0.42;0.55;17.75;1.23;djf;184.05;2.89;jja;4.01;0.48;0.12;-0.32;0.59;13.55;1.18;djf;159.55;2.51;jja;5.409;0.976;;3.71;0.443;0.622;15.545;2.805;21.059;96.111;8.888;0.392;322;0.0;0.407;0.0;0.0;0.0;0.0;0.592;0.0;0.62;0.62;0.34;-0.07;0.46;0.46;0.925;0.365;0.434;0.058;0.541;0.286;0.165;0.196;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.009;0.991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
16;46.81;684.07;662.664;646.159;129.483;156.422;8.2;122;167.733;0.938;0.44;5.5;0.49;0.09;-0.33;0.65;17.1;1.24;son;179.25;2.87;jja;3.69;0.7;0.19;-0.28;0.58;13.5;1.2;son;168.25;2.68;jja;6.245;1.211;251.5;3.85;0.487;1.122;17.874;2.773;23.072;94.939;8.0;0.535;322;0.0;0.502;0.0;0.0;0.037;0.0;0.443;0.019;0.56;0.56;0.28;-0.08;0.36;0.36;0.812;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
17;60.102;568.823;581.621;900.259;149.255;124.821;12.3;23;155.198;0.713;0.46;6.54;0.29;0.04;-0.52;0.66;11.9;1.12;djf;145.65;2.83;jja;3.69;0.73;0.2;-0.36;0.57;8.9;1.13;djf;156.3;2.88;jja;7.088;1.161;200.5;2.047;0.614;-0.833;1.037;4.0;18.054;4.148;2.909;1.802;332;0.0;0.79;0.0;0.0;0.018;0.0;0.192;0.0;0.23;0.23;0.16;-0.08;0.16;0.16;1.067;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
18;1129.597;727.383;833.478;1060.111;262.074;179.984;93.6;2;166.17;0.405;0.35;2.9;0.62;0.21;-0.3;0.7;12.8;1.22;son;185.45;2.93;jja;2.98;0.6;0.2;-0.16;0.65;8.6;1.15;son;152.45;2.44;jja;2.675;0.93;218.0;0.812;0.734;0.26;;;5.884;;;1.47;332;0.016;0.786;0.024;0.0;0.0;0.0;0.172;0.001;0.57;0.57;0.24;-0.06;0.28;0.28;1.143;0.277;0.453;0.036;0.502;0.305;0.196;0.225;0.014;vb;0.0;0.0;0.018;0.982;vbpy__;0.0;0.0;0.018;0.399;0.583;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.616;0.356;0.004;0.0;0.0;0.0;0.024;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
19;158.066;568.363;586.28;650.737;135.501;100.753;31.5;212;188.759;0.451;0.51;4.57;0.41;0.09;-0.26;0.45;12.55;1.18;djf;171.35;2.99;jja;4.0;0.98;0.24;-0.24;0.39;9.0;1.13;djf;154.2;2.76;mam;;;;;;;;;;;;;322;0.0;0.484;0.0;0.0;0.007;0.0;0.47;0.031;0.42;0.42;0.27;-0.05;0.31;0.31;5.234;1.0;0.349;0.131;0.829;0.128;0.045;0.054;0.011;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.986;0.014;gnew;0.0;0.0;0.0;0.0;0.0;0.772;0.0;0.0;0.0;0.013;0.202;0.013;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;B
20;214.514;496.003;541.718;683.1;174.915;96.253;35.9;210;190.271;0.46;0.46;4.3;0.47;0.11;-0.27;0.4;12.6;1.16;djf;173.9;3.05;jja;4.02;0.99;0.25;-0.24;0.37;8.85;1.13;djf;153.4;2.75;mam;4.037;0.978;203.429;1.493;0.642;1.533;0.787;1.4;9.833;5.621;5.0;1.2;322;0.001;0.426;0.0;0.0;0.005;0.0;0.532;0.031;0.52;0.52;0.31;-0.04;0.38;0.38;4.091;1.0;0.35;0.134;0.814;0.142;0.044;0.061;0.012;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.931;0.069;gnew;0.0;0.0;0.0;0.0;0.0;0.748;0.0;0.0;0.0;0.091;0.149;0.011;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;B
21;113.506;572.521;600.254;1113.466;196.237;172.115;19.3;103;165.835;0.623;0.28;5.67;0.49;0.09;-0.34;0.48;18.25;1.22;son;185.85;2.92;jja;4.42;0.67;0.15;-0.3;0.49;15.2;1.23;son;167.3;2.63;;7.137;1.176;168.0;3.728;0.377;0.993;14.458;1.789;26.923;105.343;7.286;0.428;322;0.006;0.213;0.0;0.0;0.009;0.0;0.773;0.0;0.87;0.87;0.36;-0.07;0.5;0.5;0.949;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;0.997;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.002;0.172;966.714;926.73;1054.643;116.214;383.945;159.634;708723.67;477625.212;u;F
22;231.638;360.407;362.342;845.216;168.247;99.154;26.1;341;156.903;0.657;0.38;2.24;0.69;0.31;-0.27;0.5;13.15;1.17;;206.65;3.29;jja;2.7;1.53;0.57;-0.12;0.44;9.35;1.11;son;169.2;2.73;jja;1.483;0.702;192.333;0.909;0.713;0.933;1.271;5.333;3.653;0.635;2.667;0.589;412;0.06;0.059;0.0;0.0;0.054;0.0;0.403;0.424;1.67;1.67;0.58;-0.02;0.85;0.85;6.097;1.0;0.349;0.132;0.824;0.132;0.045;0.057;0.012;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;0.79;0.21;0.0;gold;0.0;0.0;0.049;0.0;0.0;0.223;0.725;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;A
23;111.706;438.383;453.991;681.404;124.033;142.768;13.2;161;188.09;0.903;0.39;6.63;0.37;0.06;-0.14;0.28;14.1;1.12;son;163.3;2.81;jja;6.16;4.36;0.71;-0.13;0.25;10.7;1.16;djf;132.6;2.37;mam;9.051;1.305;146.0;1.951;0.5;0.628;3.616;1.148;27.628;9.682;4.882;2.034;322;0.0;0.153;0.0;0.0;0.0;0.0;0.76;0.086;0.97;0.97;0.47;-0.02;0.67;0.67;1.029;0.455;0.445;0.065;0.55;0.248;0.183;0.199;0.013;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.762;0.0;0.238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
24;190.116;600.781;665.008;1213.253;313.248;263.281;28.1;115;172.386;0.555;0.32;6.33;0.53;0.08;-0.36;0.4;16.7;1.19;son;177.85;2.8;jja;4.78;0.69;0.15;-0.29;0.44;14.95;1.23;son;163.45;2.56;mam;8.201;1.201;238.5;2.967;0.483;1.01;4.006;1.214;24.496;54.316;5.554;0.963;322;0.003;0.415;0.0;0.026;0.001;0.0;0.544;0.003;0.71;0.71;0.3;-0.05;0.39;0.39;0.912;0.292;0.454;0.037;0.503;0.309;0.196;0.228;0.014;vb;0.0;0.0;0.109;0.891;vb__sr;0.0;0.0;0.109;0.891;0.0;0.0;gold;0.045;0.0;0.0;0.0;0.0;0.0;0.913;0.0;0.0;0.0;0.0;0.042;0.0;0.0;0.0;0.0;0.026;4.931;1112.53;949.292;1220.724;223.624;149.966;166.025;694708.814;471562.801;u;F
25;17.334;38.17;38.055;41.894;3.864;25.534;8.6;91;168.529;0.549;0.45;4.46;0.51;0.11;-0.23;0.17;13.1;1.09;djf;178.0;2.88;jja;5.56;4.59;0.83;-0.15;0.11;10.9;1.12;son;144.9;2.42;mam;10.317;2.346;175.167;1.441;0.756;0.579;0.077;1.0;24.071;10.581;22.833;2.593;322;0.022;0.419;0.0;0.0;0.0;0.0;0.395;0.164;0.84;0.82;0.43;0.02;0.51;0.51;50.0;1.0;0.404;0.134;0.763;0.116;0.121;0.085;0.011;vb;0.0;0.0;0.0;1.0;vb____;0.0;0.0;0.0;0.0;0.0;1.0;bnew;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;E
26;108.251;497.444;444.23;806.361;162.124;96.902;18.1;242;190.963;0.649;0.46;4.97;0.6;0.12;-0.43;0.42;12.05;1.12;djf;168.5;2.98;jja;4.57;0.74;0.16;-0.28;0.42;9.45;1.14;djf;152.95;2.81;mam;4.647;0.994;174.4;0.728;0.755;0.559;;;9.402;;;2.69;333;0.0;0.582;0.0;0.0;0.07;0.0;0.309;0.035;0.45;0.45;0.25;-0.04;0.28;0.28;1.029;0.786;0.385;0.11;0.686;0.216;0.088;0.129;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;hraun;0.002;0.0;0.069;0.0;0.0;0.194;0.0;0.58;0.0;0.0;0.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
27;222.586;237.542;199.839;877.944;179.191;151.243;19.0;244;202.906;0.887;0.4;4.19;0.55;0.13;-0.26;0.27;11.9;1.12;son;169.6;2.98;jja;3.39;2.37;0.7;-0.21;0.28;10.4;1.12;djf;169.15;3.05;jja;5.215;1.26;128.0;1.685;0.601;1.657;1.27;1.2;15.048;0.635;3.0;1.546;322;0.031;0.124;0.0;0.0;0.029;0.0;0.779;0.035;1.16;1.16;0.48;-0.01;0.69;0.69;0.955;0.287;0.473;0.049;0.486;0.295;0.206;0.219;0.024;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;0.779;0.042;0.179;gold;0.0;0.0;0.027;0.0;0.0;0.0;0.705;0.06;0.06;0.111;0.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
28;374.856;435.187;475.923;934.116;163.902;82.706;42.7;6;172.027;0.511;0.53;3.32;0.53;0.16;-0.31;0.66;15.4;1.34;son;194.55;3.08;jja;3.07;0.82;0.27;-0.15;0.59;12.25;1.3;son;170.2;2.56;jja;;;;;;;;;;;;;412;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274;0.76;0.76;0.36;-0.07;0.49;0.49;1.574;0.924;0.362;0.128;0.768;0.174;0.057;0.087;0.013;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.298;0.702;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.49;0.312;0.006;0.0;0.0;0.192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
29;227.7;673.66;725.845;1196.613;239.758;183.244;25.0;117;165.086;0.68;0.32;6.54;0.49;0.07;-0.36;0.51;17.55;1.22;son;174.95;2.79;jja;4.52;0.57;0.13;-0.31;0.5;14.95;1.23;son;163.7;2.56;mam;7.431;1.16;231.0;4.371;0.436;0.694;13.538;2.266;28.108;117.549;7.968;0.342;322;0.0;0.459;0.0;0.04;0.009;0.0;0.486;0.0;0.62;0.62;0.28;-0.07;0.35;0.35;0.943;0.229;0.461;0.029;0.472;0.319;0.208;0.24;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.082;0.0;0.0;0.0;0.0;0.0;0.918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041;9.307;1074.65;902.162;1220.685;136.952;140.391;180.891;695082.665;473340.727;u;F
30;165.115;408.92;427.118;922.166;198.303;218.129;23.1;284;186.852;0.627;0.43;4.22;0.51;0.12;-0.42;0.45;12.65;1.2;djf;171.75;2.97;jja;3.16;1.36;0.43;-0.23;0.39;9.6;1.14;djf;163.85;2.92;jja;3.47;0.877;149.333;2.308;0.494;1.666;2.995;1.529;10.039;28.566;5.905;0.57;322;0.027;0.208;0.0;0.0;0.018;0.0;0.739;0.008;1.39;1.39;0.52;-0.04;0.77;0.77;1.059;0.559;0.411;0.071;0.646;0.219;0.138;0.155;0.012;vb;0.005;0.0;0.0;0.995;vb__sr;0.005;0.0;0.0;0.995;0.0;0.0;gold;0.0;0.0;0.017;0.0;0.002;0.014;0.954;0.0;0.0;0.0;0.0;0.011;0.001;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
31;299.398;729.225;797.56;1340.568;343.147;330.43;30.2;323;178.754;0.647;0.35;3.39;0.7;0.21;-0.37;0.68;12.95;1.24;son;180.7;2.91;jja;3.25;0.67;0.21;-0.16;0.64;7.95;1.21;son;147.05;2.48;jja;3.144;1.052;;1.894;0.591;0.587;0.878;1.667;8.931;0.702;1.0;0.886;332;0.037;0.608;0.002;0.073;0.0;0.001;0.272;0.005;0.77;0.77;0.31;-0.06;0.4;0.4;0.505;0.175;0.467;0.021;0.463;0.326;0.218;0.245;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.03;0.0;0.0;0.0;0.0;0.0;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;20.891;1072.873;829.818;1326.753;221.351;221.152;246.419;502542.317;573080.365;u;F
32;473.451;722.236;721.906;1307.626;173.573;96.389;50.6;344;179.013;0.485;0.45;2.4;0.62;0.26;-0.38;0.61;11.85;1.22;djf;192.6;3.02;jja;2.83;0.6;0.21;-0.2;0.58;7.0;1.09;djf;147.8;2.45;jja;;;;;;;;;;;;;332;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029;0.31;0.31;0.2;-0.05;0.22;0.22;7.241;0.518;0.416;0.073;0.601;0.262;0.137;0.171;0.014;vb;0.0;0.0;0.113;0.887;vbpy__;0.0;0.0;0.113;0.147;0.709;0.032;gnew;0.059;0.0;0.0;0.0;0.0;0.315;0.17;0.299;0.0;0.022;0.057;0.079;0.0;0.0;0.0;0.0;0.054;25.336;1231.191;899.113;1505.884;277.432;58.088;122.19;509721.711;491614.22;u;F
