YYYY;MM;DD;qobs;qc_flag
1986;12;1;255.31;40.0
1986;12;2;262.67;40.0
1986;12;3;273.8;40.0
1986;12;4;273.8;40.0
1986;12;5;281.26;40.0
1986;12;6;277.53;40.0
1986;12;7;281.26;40.0
1986;12;8;262.67;40.0
1986;12;9;247.98;40.0
1986;12;10;262.67;40.0
1986;12;11;323.03;40.0
1986;12;12;292.54;40.0
1986;12;13;338.5;40.0
1986;12;14;334.62;40.0
1986;12;15;315.35;40.0
1986;12;16;319.19;40.0
1986;12;17;373.81;40.0
1986;12;18;296.32;40.0
1986;12;19;262.67;40.0
1986;12;20;273.8;40.0
1986;12;21;281.26;40.0
1986;12;22;311.53;40.0
1986;12;23;426.0;40.0
1986;12;24;551.28;40.0
1986;12;25;417.88;40.0
1986;12;26;350.19;40.0
1986;12;27;292.54;40.0
1986;12;28;262.67;40.0
1986;12;29;255.31;40.0
1986;12;30;255.31;40.0
1986;12;31;266.37;40.0
1987;1;1;315.35;40.0
1987;1;2;338.5;40.0
1987;1;3;334.62;40.0
1987;1;4;334.62;40.0
1987;1;5;303.9;40.0
1987;1;6;281.26;40.0
1987;1;7;311.53;40.0
1987;1;8;319.19;40.0
1987;1;9;315.35;40.0
1987;1;10;315.35;40.0
1987;1;11;311.53;40.0
1987;1;12;311.53;40.0
1987;1;13;315.35;40.0
1987;1;14;307.71;40.0
1987;1;15;296.32;40.0
1987;1;16;285.01;40.0
1987;1;17;281.26;40.0
1987;1;18;307.71;40.0
1987;1;19;338.5;40.0
1987;1;20;307.71;40.0
1987;1;21;285.01;40.0
1987;1;22;285.01;40.0
1987;1;23;315.35;40.0
1987;1;24;334.62;40.0
1987;1;25;342.38;40.0
1987;1;26;334.62;40.0
1987;1;27;307.71;40.0
1987;1;28;296.32;40.0
1987;1;29;292.54;40.0
1987;1;30;288.77;40.0
1987;1;31;307.71;40.0
1987;2;1;354.1;40.0
1987;2;2;361.96;40.0
1987;2;3;365.9;40.0
1987;2;4;330.74;40.0
1987;2;5;326.88;40.0
1987;2;6;326.88;40.0
1987;2;7;323.03;40.0
1987;2;8;303.9;40.0
1987;2;9;296.32;40.0
1987;2;10;266.37;40.0
1987;2;11;266.37;40.0
1987;2;12;288.77;40.0
1987;2;13;288.77;40.0
1987;2;14;307.71;40.0
1987;2;15;315.35;40.0
1987;2;16;323.03;40.0
1987;2;17;350.19;40.0
1987;2;18;315.35;40.0
1987;2;19;288.77;40.0
1987;2;20;350.19;40.0
1987;2;21;525.72;40.0
1987;2;22;438.23;40.0
1987;2;23;319.19;40.0
1987;2;24;300.11;40.0
1987;2;25;296.32;40.0
1987;2;26;281.26;40.0
1987;2;27;288.77;40.0
1987;2;28;350.19;40.0
1987;3;1;338.5;40.0
1987;3;2;307.71;40.0
1987;3;3;334.62;40.0
1987;3;4;385.73;40.0
1987;3;5;389.72;40.0
1987;3;6;513.03;40.0
1987;3;7;434.15;40.0
1987;3;8;381.75;40.0
1987;3;9;401.74;40.0
1987;3;10;426.0;40.0
1987;3;11;393.72;40.0
1987;3;12;405.76;40.0
1987;3;13;438.23;40.0
1987;3;14;385.73;40.0
1987;3;15;350.19;40.0
1987;3;16;319.19;40.0
1987;3;17;292.54;40.0
1987;3;18;233.46;40.0
1987;3;19;244.34;40.0
1987;3;20;266.37;40.0
1987;3;21;247.98;40.0
1987;3;22;247.98;40.0
1987;3;23;285.01;40.0
1987;3;24;285.01;40.0
1987;3;25;277.53;40.0
1987;3;26;262.67;40.0
1987;3;27;255.31;40.0
1987;3;28;258.98;40.0
1987;3;29;266.37;40.0
1987;3;30;266.37;40.0
1987;3;31;262.67;40.0
1987;4;1;247.98;40.0
1987;4;2;226.27;40.0
1987;4;3;222.69;40.0
1987;4;4;237.08;40.0
1987;4;5;244.34;40.0
1987;4;6;244.34;40.0
1987;4;7;247.98;40.0
1987;4;8;247.98;40.0
1987;4;9;262.67;40.0
1987;4;10;270.08;40.0
1987;4;11;273.8;40.0
1987;4;12;319.19;40.0
1987;4;13;373.81;40.0
1987;4;14;334.62;40.0
1987;4;15;292.54;40.0
1987;4;16;292.54;40.0
1987;4;17;292.54;40.0
1987;4;18;361.96;40.0
1987;4;19;504.61;40.0
1987;4;20;479.5;40.0
1987;4;21;446.43;40.0
1987;4;22;513.03;40.0
1987;4;23;492.02;40.0
1987;4;24;525.72;40.0
1987;4;25;521.48;40.0
1987;4;26;496.21;40.0
1987;4;27;462.9;40.0
1987;4;28;417.88;40.0
1987;4;29;401.74;40.0
1987;4;30;393.72;40.0
1987;5;1;377.77;40.0
1987;5;2;342.38;40.0
1987;5;3;334.62;40.0
1987;5;4;338.5;40.0
1987;5;5;358.03;40.0
1987;5;6;377.77;40.0
1987;5;7;467.04;40.0
1987;5;8;496.21;40.0
1987;5;9;442.33;40.0
1987;5;10;385.73;40.0
1987;5;11;365.9;40.0
1987;5;12;358.03;40.0
1987;5;13;350.19;40.0
1987;5;14;354.1;40.0
1987;5;15;354.1;40.0
1987;5;16;369.85;40.0
1987;5;17;369.85;40.0
1987;5;18;365.9;40.0
1987;5;19;381.75;40.0
1987;5;20;381.75;40.0
1987;5;21;389.72;40.0
1987;5;22;421.94;40.0
1987;5;23;462.9;40.0
1987;5;24;467.04;40.0
1987;5;25;483.66;40.0
1987;5;26;517.25;40.0
1987;5;27;513.03;40.0
1987;5;28;500.4;40.0
1987;5;29;479.5;40.0
1987;5;30;458.77;40.0
1987;5;31;442.33;40.0
1987;6;1;434.15;40.0
1987;6;2;430.07;40.0
1987;6;3;421.94;40.0
1987;6;4;421.94;40.0
1987;6;5;426.0;40.0
1987;6;6;426.0;40.0
1987;6;7;413.83;40.0
1987;6;8;405.76;40.0
1987;6;9;401.74;40.0
1987;6;10;397.73;40.0
1987;6;11;389.72;40.0
1987;6;12;377.77;40.0
1987;6;13;373.81;40.0
1987;6;14;377.77;40.0
1987;6;15;385.73;40.0
1987;6;16;385.73;40.0
1987;6;17;397.73;40.0
1987;6;18;389.72;40.0
1987;6;19;381.75;40.0
1987;6;20;385.73;40.0
1987;6;21;381.75;40.0
1987;6;22;385.73;40.0
1987;6;23;385.73;40.0
1987;6;24;381.75;40.0
1987;6;25;389.72;40.0
1987;6;26;377.77;40.0
1987;6;27;365.9;40.0
1987;6;28;350.19;40.0
1987;6;29;342.38;40.0
1987;6;30;338.5;40.0
1987;7;1;346.28;40.0
1987;7;2;350.19;40.0
1987;7;3;354.1;40.0
1987;7;4;338.5;40.0
1987;7;5;350.19;40.0
1987;7;6;369.85;40.0
1987;7;7;361.96;40.0
1987;7;8;346.28;40.0
1987;7;9;334.62;40.0
1987;7;10;323.03;40.0
1987;7;11;319.19;40.0
1987;7;12;323.03;40.0
1987;7;13;330.74;40.0
1987;7;14;338.5;40.0
1987;7;15;354.1;40.0
1987;7;16;358.03;40.0
1987;7;17;350.19;40.0
1987;7;18;334.62;40.0
1987;7;19;326.88;40.0
1987;7;20;330.74;40.0
1987;7;21;350.19;40.0
1987;7;22;373.81;40.0
1987;7;23;358.03;40.0
1987;7;24;354.1;40.0
1987;7;25;342.38;40.0
1987;7;26;346.28;40.0
1987;7;27;350.19;40.0
1987;7;28;354.1;40.0
1987;7;29;346.28;40.0
1987;7;30;342.38;40.0
1987;7;31;342.38;40.0
1987;8;1;342.38;40.0
1987;8;2;338.5;40.0
1987;8;3;334.62;40.0
1987;8;4;323.03;40.0
1987;8;5;311.53;40.0
1987;8;6;303.9;40.0
1987;8;7;300.11;40.0
1987;8;8;303.9;40.0
1987;8;9;300.11;40.0
1987;8;10;296.32;40.0
1987;8;11;296.32;40.0
1987;8;12;303.9;40.0
1987;8;13;303.9;40.0
1987;8;14;300.11;40.0
1987;8;15;292.54;40.0
1987;8;16;296.32;40.0
1987;8;17;296.32;40.0
1987;8;18;303.9;40.0
1987;8;19;311.53;40.0
1987;8;20;311.53;40.0
1987;8;21;307.71;40.0
1987;8;22;300.11;40.0
1987;8;23;292.54;40.0
1987;8;24;296.32;40.0
1987;8;25;300.11;40.0
1987;8;26;296.32;40.0
1987;8;27;303.9;40.0
1987;8;28;311.53;40.0
1987;8;29;315.35;40.0
1987;8;30;330.74;40.0
1987;8;31;323.03;40.0
1987;9;1;323.03;40.0
1987;9;2;311.53;40.0
1987;9;3;300.11;40.0
1987;9;4;311.53;40.0
1987;9;5;311.53;40.0
1987;9;6;307.71;40.0
1987;9;7;319.19;40.0
1987;9;8;323.03;40.0
1987;9;9;315.35;40.0
1987;9;10;303.9;40.0
1987;9;11;300.11;40.0
1987;9;12;296.32;40.0
1987;9;13;288.77;40.0
1987;9;14;292.54;40.0
1987;9;15;285.01;40.0
1987;9;16;281.26;40.0
1987;9;17;281.26;40.0
1987;9;18;277.53;40.0
1987;9;19;273.8;40.0
1987;9;20;273.8;40.0
1987;9;21;270.08;40.0
1987;9;22;273.8;40.0
1987;9;23;277.53;40.0
1987;9;24;270.08;40.0
1987;9;25;266.37;40.0
1987;9;26;258.98;40.0
1987;9;27;262.67;40.0
1987;9;28;277.53;40.0
1987;9;29;288.77;40.0
1987;9;30;311.53;40.0
1987;10;1;354.1;40.0
1987;10;2;334.62;40.0
1987;10;3;326.88;40.0
1987;10;4;454.65;40.0
1987;10;5;521.48;40.0
1987;10;6;471.19;40.0
1987;10;7;393.72;40.0
1987;10;8;350.19;40.0
1987;10;9;346.28;40.0
1987;10;10;338.5;40.0
1987;10;11;311.53;40.0
1987;10;12;288.77;40.0
1987;10;13;307.71;40.0
1987;10;14;311.53;40.0
1987;10;15;307.71;40.0
1987;10;16;288.77;40.0
1987;10;17;277.53;40.0
1987;10;18;255.31;40.0
1987;10;19;258.98;40.0
1987;10;20;266.37;40.0
1987;10;21;270.08;40.0
1987;10;22;281.26;40.0
1987;10;23;281.26;40.0
1987;10;24;285.01;40.0
1987;10;25;292.54;40.0
1987;10;26;303.9;40.0
1987;10;27;303.9;40.0
1987;10;28;277.53;40.0
1987;10;29;258.98;40.0
1987;10;30;262.67;40.0
1987;10;31;285.01;40.0
1987;11;1;300.11;40.0
1987;11;2;300.11;40.0
1987;11;3;315.35;40.0
1987;11;4;350.19;40.0
1987;11;5;397.73;40.0
1987;11;6;487.84;40.0
1987;11;7;401.74;40.0
1987;11;8;369.85;40.0
1987;11;9;361.96;40.0
1987;11;10;361.96;40.0
1987;11;11;338.5;40.0
1987;11;12;326.88;40.0
1987;11;13;315.35;40.0
1987;11;14;288.77;40.0
1987;11;15;285.01;40.0
1987;11;16;288.77;40.0
1987;11;17;300.11;40.0
1987;11;18;315.35;40.0
1987;11;19;326.88;40.0
1987;11;20;311.53;40.0
1987;11;21;323.03;40.0
1987;11;22;330.74;40.0
1987;11;23;303.9;40.0
1987;11;24;288.77;40.0
1987;11;25;319.19;40.0
1987;11;26;342.38;40.0
1987;11;27;319.19;40.0
1987;11;28;326.88;40.0
1987;11;29;373.81;40.0
1987;11;30;334.62;40.0
1987;12;1;330.74;40.0
1987;12;2;369.85;40.0
1987;12;3;722.97;40.0
1987;12;4;624.98;40.0
1987;12;5;496.21;40.0
1987;12;6;430.07;40.0
1987;12;7;397.73;40.0
1987;12;8;438.23;40.0
1987;12;9;517.25;40.0
1987;12;10;603.12;40.0
1987;12;11;521.48;40.0
1987;12;12;434.15;40.0
1987;12;13;409.8;40.0
1987;12;14;397.73;40.0
1987;12;15;381.75;40.0
1987;12;16;369.85;40.0
1987;12;17;354.1;40.0
1987;12;18;354.1;40.0
1987;12;19;350.19;40.0
1987;12;20;365.9;40.0
1987;12;21;397.73;40.0
1987;12;22;361.96;40.0
1987;12;23;338.5;40.0
1987;12;24;385.73;40.0
1987;12;25;319.19;40.0
1987;12;26;296.32;40.0
1987;12;27;285.01;40.0
1987;12;28;330.74;40.0
1987;12;29;354.1;40.0
1987;12;30;369.85;40.0
1987;12;31;358.03;40.0
1988;1;1;296.32;40.0
1988;1;2;285.01;40.0
1988;1;3;300.11;40.0
1988;1;4;285.01;40.0
1988;1;5;281.26;40.0
1988;1;6;292.54;40.0
1988;1;7;373.81;40.0
1988;1;8;393.72;40.0
1988;1;9;334.62;40.0
1988;1;10;288.77;40.0
1988;1;11;247.98;40.0
1988;1;12;247.98;40.0
1988;1;13;323.03;40.0
1988;1;14;307.71;40.0
1988;1;15;319.19;40.0
1988;1;16;377.77;40.0
1988;1;17;330.74;40.0
1988;1;18;300.11;40.0
1988;1;19;281.26;40.0
1988;1;20;251.64;40.0
1988;1;21;233.46;40.0
1988;1;22;240.7;40.0
1988;1;23;247.98;40.0
1988;1;24;262.67;40.0
1988;1;25;277.53;40.0
1988;1;26;315.35;40.0
1988;1;27;365.9;40.0
1988;1;28;338.5;40.0
1988;1;29;334.62;40.0
1988;1;30;307.71;40.0
1988;1;31;330.74;40.0
1988;2;1;285.01;40.0
1988;2;2;262.67;40.0
1988;2;3;244.34;40.0
1988;2;4;247.98;40.0
1988;2;5;247.98;100.0
1988;2;6;247.98;100.0
1988;2;7;244.34;100.0
1988;2;8;244.34;100.0
1988;2;9;244.34;100.0
1988;2;10;244.34;100.0
1988;2;11;247.98;100.0
1988;2;12;244.34;100.0
1988;2;13;240.7;100.0
1988;2;14;233.46;100.0
1988;2;15;233.46;100.0
1988;2;16;229.86;100.0
1988;2;17;233.46;100.0
1988;2;18;251.64;100.0
1988;2;19;300.11;40.0
1988;2;20;338.5;40.0
1988;2;21;358.03;40.0
1988;2;22;326.88;40.0
1988;2;23;288.77;40.0
1988;2;24;292.54;40.0
1988;2;25;346.28;40.0
1988;2;26;417.88;40.0
1988;2;27;795.96;40.0
1988;2;28;782.17;40.0
1988;2;29;475.34;40.0
1988;3;1;409.8;40.0
1988;3;2;446.43;40.0
1988;3;3;373.81;40.0
1988;3;4;303.9;40.0
1988;3;5;307.71;40.0
1988;3;6;334.62;40.0
1988;3;7;397.73;40.0
1988;3;8;585.74;40.0
1988;3;9;607.48;40.0
1988;3;10;458.77;40.0
1988;3;11;385.73;40.0
1988;3;12;330.74;40.0
1988;3;13;288.77;40.0
1988;3;14;281.26;40.0
1988;3;15;277.53;40.0
1988;3;16;273.8;40.0
1988;3;17;270.08;40.0
1988;3;18;277.53;40.0
1988;3;19;273.8;40.0
1988;3;20;262.67;40.0
1988;3;21;251.64;40.0
1988;3;22;247.98;40.0
1988;3;23;247.98;40.0
1988;3;24;262.67;40.0
1988;3;25;273.8;40.0
1988;3;26;266.37;40.0
1988;3;27;262.67;40.0
1988;3;28;255.31;40.0
1988;3;29;251.64;40.0
1988;3;30;247.98;40.0
1988;3;31;247.98;40.0
1988;4;1;233.46;40.0
1988;4;2;212.02;40.0
1988;4;3;229.86;40.0
1988;4;4;251.64;40.0
1988;4;5;247.98;40.0
1988;4;6;247.98;40.0
1988;4;7;244.34;40.0
1988;4;8;233.46;40.0
1988;4;9;233.46;40.0
1988;4;10;237.08;40.0
1988;4;11;212.02;40.0
1988;4;12;222.69;40.0
1988;4;13;229.86;40.0
1988;4;14;251.64;40.0
1988;4;15;244.34;40.0
1988;4;16;222.69;40.0
1988;4;17;215.57;40.0
1988;4;18;222.69;40.0
1988;4;19;229.86;40.0
1988;4;20;240.7;40.0
1988;4;21;226.27;40.0
1988;4;22;222.69;40.0
1988;4;23;226.27;40.0
1988;4;24;233.46;40.0
1988;4;25;258.98;40.0
1988;4;26;365.9;40.0
1988;4;27;496.21;40.0
1988;4;28;513.03;40.0
1988;4;29;434.15;40.0
1988;4;30;426.0;40.0
1988;5;1;405.76;40.0
1988;5;2;354.1;40.0
1988;5;3;381.75;40.0
1988;5;4;361.96;40.0
1988;5;5;365.9;40.0
1988;5;6;393.72;40.0
1988;5;7;572.77;40.0
1988;5;8;607.48;40.0
1988;5;9;577.08;40.0
1988;5;10;471.19;40.0
1988;5;11;413.83;40.0
1988;5;12;417.88;40.0
1988;5;13;421.94;40.0
1988;5;14;458.77;40.0
1988;5;15;529.96;40.0
1988;5;16;590.07;40.0
1988;5;17;555.57;40.0
1988;5;18;475.34;40.0
1988;5;19;417.88;40.0
1988;5;20;397.73;40.0
1988;5;21;430.07;40.0
1988;5;22;559.86;40.0
1988;5;23;620.6;40.0
1988;5;24;651.42;40.0
1988;5;25;598.76;40.0
1988;5;26;529.96;40.0
1988;5;27;471.19;40.0
1988;5;28;442.33;40.0
1988;5;29;405.76;40.0
1988;5;30;413.83;40.0
1988;5;31;434.15;40.0
1988;6;1;434.15;40.0
1988;6;2;421.94;40.0
1988;6;3;385.73;40.0
1988;6;4;365.9;40.0
1988;6;5;361.96;40.0
1988;6;6;462.9;40.0
1988;6;7;508.81;40.0
1988;6;8;389.72;40.0
1988;6;9;361.96;40.0
1988;6;10;373.81;40.0
1988;6;11;381.75;40.0
1988;6;12;369.85;40.0
1988;6;13;361.96;40.0
1988;6;14;361.96;40.0
1988;6;15;346.28;40.0
1988;6;16;358.03;40.0
1988;6;17;326.88;40.0
1988;6;18;409.8;40.0
1988;6;19;559.86;40.0
1988;6;20;624.98;40.0
1988;6;21;525.72;40.0
1988;6;22;446.43;40.0
1988;6;23;450.53;40.0
1988;6;24;504.61;40.0
1988;6;25;542.74;40.0
1988;6;26;500.4;40.0
1988;6;27;467.04;40.0
1988;6;28;417.88;40.0
1988;6;29;389.72;40.0
1988;6;30;373.81;40.0
1988;7;1;358.03;40.0
1988;7;2;350.19;40.0
1988;7;3;346.28;40.0
1988;7;4;338.5;40.0
1988;7;5;326.88;40.0
1988;7;6;323.03;40.0
1988;7;7;326.88;40.0
1988;7;8;326.88;40.0
1988;7;9;330.74;40.0
1988;7;10;330.74;40.0
1988;7;11;334.62;40.0
1988;7;12;338.5;40.0
1988;7;13;326.88;40.0
1988;7;14;311.53;40.0
1988;7;15;315.35;40.0
1988;7;16;330.74;40.0
1988;7;17;354.1;40.0
1988;7;18;346.28;40.0
1988;7;19;338.5;40.0
1988;7;20;342.38;40.0
1988;7;21;346.28;40.0
1988;7;22;350.19;40.0
1988;7;23;346.28;40.0
1988;7;24;330.74;40.0
1988;7;25;330.74;40.0
1988;7;26;338.5;40.0
1988;7;27;323.03;40.0
1988;7;28;311.53;40.0
1988;7;29;300.11;40.0
1988;7;30;292.54;40.0
1988;7;31;288.77;40.0
1988;8;1;292.54;40.0
1988;8;2;292.54;40.0
1988;8;3;307.71;40.0
1988;8;4;311.53;40.0
1988;8;5;326.88;40.0
1988;8;6;377.77;40.0
1988;8;7;397.73;40.0
1988;8;8;409.8;40.0
1988;8;9;409.8;40.0
1988;8;10;393.72;40.0
1988;8;11;377.77;40.0
1988;8;12;358.03;40.0
1988;8;13;354.1;40.0
1988;8;14;342.38;40.0
1988;8;15;326.88;40.0
1988;8;16;330.74;40.0
1988;8;17;319.19;40.0
1988;8;18;319.19;40.0
1988;8;19;330.74;40.0
1988;8;20;315.35;40.0
1988;8;21;307.71;40.0
1988;8;22;319.19;40.0
1988;8;23;326.88;40.0
1988;8;24;330.74;40.0
1988;8;25;326.88;40.0
1988;8;26;315.35;40.0
1988;8;27;323.03;40.0
1988;8;28;319.19;40.0
1988;8;29;307.71;40.0
1988;8;30;300.11;40.0
1988;8;31;296.32;40.0
1988;9;1;285.01;40.0
1988;9;2;285.01;40.0
1988;9;3;288.77;40.0
1988;9;4;300.11;40.0
1988;9;5;300.11;40.0
1988;9;6;296.32;40.0
1988;9;7;288.77;40.0
1988;9;8;281.26;40.0
1988;9;9;281.26;40.0
1988;9;10;285.01;40.0
1988;9;11;303.9;40.0
1988;9;12;303.9;40.0
1988;9;13;292.54;40.0
1988;9;14;285.01;40.0
1988;9;15;326.88;40.0
1988;9;16;350.19;40.0
1988;9;17;342.38;40.0
1988;9;18;342.38;40.0
1988;9;19;373.81;40.0
1988;9;20;369.85;40.0
1988;9;21;354.1;40.0
1988;9;22;342.38;40.0
1988;9;23;342.38;40.0
1988;9;24;334.62;40.0
1988;9;25;323.03;40.0
1988;9;26;311.53;40.0
1988;9;27;296.32;40.0
1988;9;28;285.01;40.0
1988;9;29;285.01;40.0
1988;9;30;277.53;40.0
1988;10;1;285.01;40.0
1988;10;2;330.74;40.0
1988;10;3;373.81;40.0
1988;10;4;346.28;40.0
1988;10;5;323.03;40.0
1988;10;6;307.71;40.0
1988;10;7;303.9;40.0
1988;10;8;292.54;40.0
1988;10;9;277.53;40.0
1988;10;10;266.37;40.0
1988;10;11;270.08;40.0
1988;10;12;270.08;40.0
1988;10;13;270.08;40.0
1988;10;14;270.08;40.0
1988;10;15;281.26;40.0
1988;10;16;338.5;40.0
1988;10;17;365.9;40.0
1988;10;18;377.77;40.0
1988;10;19;426.0;40.0
1988;10;20;442.33;40.0
1988;10;21;413.83;40.0
1988;10;22;381.75;40.0
1988;10;23;354.1;40.0
1988;10;24;338.5;40.0
1988;10;25;326.88;40.0
1988;10;26;315.35;40.0
1988;10;27;296.32;40.0
1988;10;28;277.53;40.0
1988;10;29;262.67;40.0
1988;10;30;270.08;40.0
1988;10;31;281.26;40.0
1988;11;1;296.32;40.0
1988;11;2;292.54;40.0
1988;11;3;296.32;40.0
1988;11;4;323.03;40.0
1988;11;5;334.62;40.0
1988;11;6;330.74;40.0
1988;11;7;346.28;40.0
1988;11;8;373.81;40.0
1988;11;9;393.72;40.0
1988;11;10;385.73;40.0
1988;11;11;381.75;40.0
1988;11;12;381.75;40.0
1988;11;13;361.96;40.0
1988;11;14;350.19;40.0
1988;11;15;430.07;40.0
1988;11;16;504.61;40.0
1988;11;17;334.62;40.0
1988;11;18;326.88;40.0
1988;11;19;311.53;40.0
1988;11;20;307.71;40.0
1988;11;21;323.03;40.0
1988;11;22;319.19;40.0
1988;11;23;334.62;40.0
1988;11;24;385.73;40.0
1988;11;25;438.23;40.0
1988;11;26;413.83;40.0
1988;11;27;377.77;40.0
1988;11;28;358.03;40.0
1988;11;29;342.38;40.0
1988;11;30;307.71;40.0
1988;12;1;323.03;40.0
1988;12;2;397.73;40.0
1988;12;3;377.77;40.0
1988;12;4;365.9;40.0
1988;12;5;326.88;40.0
1988;12;6;330.74;40.0
1988;12;7;736.55;40.0
1988;12;8;673.62;40.0
1988;12;9;417.88;40.0
1988;12;10;389.72;40.0
1988;12;11;397.73;40.0
1988;12;12;409.8;40.0
1988;12;13;442.33;40.0
1988;12;14;438.23;40.0
1988;12;15;727.49;40.0
1988;12;16;759.29;40.0
1988;12;17;492.02;40.0
1988;12;18;426.0;40.0
1988;12;19;413.83;40.0
1988;12;20;389.72;40.0
1988;12;21;401.74;40.0
1988;12;22;338.5;40.0
1988;12;23;319.19;40.0
1988;12;24;266.37;40.0
1988;12;25;377.77;40.0
1988;12;26;421.94;40.0
1988;12;27;434.15;40.0
1988;12;28;487.84;40.0
1988;12;29;450.53;40.0
1988;12;30;373.81;40.0
1988;12;31;454.65;40.0
1989;1;1;555.57;40.0
1989;1;2;462.9;40.0
1989;1;3;483.66;40.0
1989;1;4;678.08;40.0
1989;1;5;607.48;40.0
1989;1;6;438.23;40.0
1989;1;7;504.61;40.0
1989;1;8;529.96;40.0
1989;1;9;458.77;40.0
1989;1;10;385.73;40.0
1989;1;11;417.88;40.0
1989;1;12;381.75;40.0
1989;1;13;354.1;40.0
1989;1;14;346.28;40.0
1989;1;15;319.19;40.0
1989;1;16;326.88;40.0
1989;1;17;342.38;40.0
1989;1;18;377.77;40.0
1989;1;19;346.28;40.0
1989;1;20;315.35;40.0
1989;1;21;303.9;40.0
1989;1;22;300.11;40.0
1989;1;23;303.9;40.0
1989;1;24;373.81;40.0
1989;1;25;369.85;40.0
1989;1;26;330.74;40.0
1989;1;27;319.19;40.0
1989;1;28;303.9;40.0
1989;1;29;365.9;40.0
1989;1;30;369.85;40.0
1989;1;31;426.0;40.0
1989;2;1;542.74;40.0
1989;2;2;525.72;40.0
1989;2;3;483.66;40.0
1989;2;4;446.43;100.0
1989;2;5;405.76;100.0
1989;2;6;373.81;100.0
1989;2;7;354.1;100.0
1989;2;8;338.5;100.0
1989;2;9;326.88;100.0
1989;2;10;326.88;100.0
1989;2;11;326.88;100.0
1989;2;12;326.88;100.0
1989;2;13;326.88;100.0
1989;2;14;326.88;100.0
1989;2;15;323.03;100.0
1989;2;16;326.88;100.0
1989;2;17;326.88;100.0
1989;2;18;326.88;100.0
1989;2;19;326.88;100.0
1989;2;20;326.88;100.0
1989;2;21;323.03;100.0
1989;2;22;323.03;100.0
1989;2;23;323.03;100.0
1989;2;24;323.03;100.0
1989;2;25;323.03;100.0
1989;2;26;326.88;100.0
1989;2;27;323.03;100.0
1989;2;28;323.03;100.0
1989;3;1;323.03;100.0
1989;3;2;326.88;100.0
1989;3;3;326.88;100.0
1989;3;4;326.88;100.0
1989;3;5;323.03;100.0
1989;3;6;323.03;100.0
1989;3;7;323.03;100.0
1989;3;8;323.03;100.0
1989;3;9;323.03;100.0
1989;3;10;323.03;100.0
1989;3;11;323.03;100.0
1989;3;12;323.03;100.0
1989;3;13;323.03;100.0
1989;3;14;323.03;100.0
1989;3;15;323.03;100.0
1989;3;16;323.03;100.0
1989;3;17;323.03;100.0
1989;3;18;323.03;100.0
1989;3;19;323.03;100.0
1989;3;20;323.03;100.0
1989;3;21;323.03;100.0
1989;3;22;323.03;100.0
1989;3;23;323.03;100.0
1989;3;24;334.62;100.0
1989;3;25;326.88;100.0
1989;3;26;346.28;100.0
1989;3;27;350.19;100.0
1989;3;28;338.5;100.0
1989;3;29;323.03;40.0
1989;3;30;315.35;40.0
1989;3;31;393.72;40.0
1989;4;1;471.19;40.0
1989;4;2;373.81;40.0
1989;4;3;334.62;40.0
1989;4;4;397.73;40.0
1989;4;5;547.01;40.0
1989;4;6;454.65;40.0
1989;4;7;401.74;40.0
1989;4;8;381.75;40.0
1989;4;9;369.85;40.0
1989;4;10;409.8;40.0
1989;4;11;381.75;40.0
1989;4;12;381.75;40.0
1989;4;13;354.1;40.0
1989;4;14;338.5;40.0
1989;4;15;319.19;40.0
1989;4;16;307.71;40.0
1989;4;17;292.54;40.0
1989;4;18;307.71;40.0
1989;4;19;350.19;40.0
1989;4;20;479.5;40.0
1989;4;21;442.33;40.0
1989;4;22;381.75;40.0
1989;4;23;342.38;40.0
1989;4;24;323.03;40.0
1989;4;25;300.11;40.0
1989;4;26;285.01;40.0
1989;4;27;281.26;40.0
1989;4;28;285.01;40.0
1989;4;29;277.53;40.0
1989;4;30;288.77;40.0
1989;5;1;330.74;40.0
1989;5;2;354.1;40.0
1989;5;3;373.81;40.0
1989;5;4;417.88;40.0
1989;5;5;413.83;40.0
1989;5;6;487.84;40.0
1989;5;7;598.76;40.0
1989;5;8;551.28;40.0
1989;5;9;454.65;40.0
1989;5;10;417.88;40.0
1989;5;11;389.72;40.0
1989;5;12;377.77;40.0
1989;5;13;377.77;40.0
1989;5;14;385.73;40.0
1989;5;15;397.73;40.0
1989;5;16;389.72;40.0
1989;5;17;393.72;40.0
1989;5;18;377.77;40.0
1989;5;19;377.77;40.0
1989;5;20;426.0;40.0
1989;5;21;551.28;40.0
1989;5;22;581.41;40.0
1989;5;23;581.41;40.0
1989;5;24;572.77;40.0
1989;5;25;517.25;40.0
1989;5;26;475.34;40.0
1989;5;27;508.81;40.0
1989;5;28;572.77;40.0
1989;5;29;529.96;40.0
1989;5;30;479.5;40.0
1989;5;31;454.65;40.0
1989;6;1;446.43;40.0
1989;6;2;450.53;40.0
1989;6;3;479.5;40.0
1989;6;4;504.61;40.0
1989;6;5;517.25;40.0
1989;6;6;504.61;40.0
1989;6;7;504.61;40.0
1989;6;8;525.72;40.0
1989;6;9;525.72;40.0
1989;6;10;542.74;40.0
1989;6;11;590.07;40.0
1989;6;12;607.48;40.0
1989;6;13;713.95;40.0
1989;6;14;777.59;40.0
1989;6;15;777.59;40.0
1989;6;16;745.63;40.0
1989;6;17;718.46;40.0
1989;6;18;713.95;40.0
