date,P_mm,T_degC,solid_P_mm
2010-11-02,2.031,-2.524,2.061
2010-11-03,2.409,-4.964,2.424
2010-11-04,0.852,-3.957,0.921
2010-11-05,0.522,-5.186,0.579
2010-11-06,0.846,-5.184,0.813
2010-11-07,14.346,-0.378,10.731
2010-11-08,0.138,-2.937,0.165
2010-11-09,0.009,-6.399,0.012
2010-11-10,0.27,-6.646,0.291
2010-11-11,0.393,-6.549,0.435
2010-11-12,0.999,-6.717,1.026
2010-11-13,5.688,-4.195,5.703
2010-11-14,0.003,-8.51,0.003
2010-11-15,0.192,-5.786,0.204
2010-11-16,4.344,-0.792,3.795
2010-11-17,3.762,-0.716,2.781
2010-11-18,6.894,1.608,2.343
2010-11-19,1.83,2.085,0.489
2010-11-20,1.257,1.639,0.351
2010-11-21,0.018,-1.341,0.009
2010-11-22,0.0,-5.081,0.0
2010-11-23,0.123,-4.08,0.135
2010-11-24,0.012,-4.882,0.018
2010-11-25,0.03,-5.888,0.057
2010-11-26,0.009,-8.374,0.024
2010-11-27,0.0,-8.137,0.006
2010-11-28,0.0,-8.528,0.0
2010-11-29,3.681,-3.11,3.384
2010-11-30,0.627,-0.633,0.372
2010-12-01,0.153,-0.64,0.045
2010-12-02,0.018,-5.98,0.024
2010-12-03,0.0,-9.503,0.0
2010-12-04,0.063,-7.822,0.069
2010-12-05,0.0,-8.581,0.003
2010-12-06,0.0,-11.217,0.0
2010-12-07,0.018,-9.033,0.039
2010-12-08,0.042,-5.655,0.054
2010-12-09,5.874,1.983,1.371
2010-12-10,12.492,2.152,1.698
2010-12-11,0.099,-0.839,0.027
2010-12-12,0.387,1.156,0.012
2010-12-13,0.0,-0.194,0.003
2010-12-14,2.832,1.501,0.804
2010-12-15,1.77,-3.847,0.543
2010-12-16,0.081,-9.778,0.117
2010-12-17,4.554,-6.706,4.584
2010-12-18,1.308,-4.06,1.335
2010-12-19,0.438,-5.592,0.459
2010-12-20,0.306,-7.565,0.339
2010-12-21,0.429,-13.717,0.48
2010-12-22,0.576,-14.234,0.612
2010-12-23,2.166,-7.266,2.178
2010-12-24,1.785,-4.029,1.806
2010-12-25,24.432,-2.08,20.352
2010-12-26,52.812,3.604,17.259
2010-12-27,4.725,-3.192,1.923
2010-12-28,0.228,-5.13,0.246
2010-12-29,0.231,-4.421,0.258
2010-12-30,4.968,0.639,2.91
2010-12-31,0.957,-3.939,0.468
2011-01-01,2.319,-3.277,1.875
2011-01-02,7.266,1.179,1.407
2011-01-03,0.846,-2.507,0.717
2011-01-04,0.651,-8.681,0.696
2011-01-05,0.036,-9.334,0.042
2011-01-06,1.65,-13.854,1.674
2011-01-07,3.876,-5.965,3.891
2011-01-08,0.144,-9.009,0.174
2011-01-09,0.003,-12.005,0.012
2011-01-10,0.021,-8.775,0.036
2011-01-11,0.015,-6.076,0.039
2011-01-12,0.03,-5.268,0.042
2011-01-13,5.229,-5.042,5.238
2011-01-14,6.825,-1.041,5.679
2011-01-15,3.381,-1.097,2.562
2011-01-16,4.626,-1.952,3.75
2011-01-17,3.276,-5.457,3.285
2011-01-18,18.372,-4.583,12.765
2011-01-19,30.621,1.038,16.983
2011-01-20,14.523,-2.164,13.593
2011-01-21,12.252,1.625,6.129
2011-01-22,13.302,3.12,3.072
2011-01-23,16.815,1.783,4.008
2011-01-24,4.293,0.01,1.218
2011-01-25,0.345,0.727,0.171
2011-01-26,0.885,1.375,0.267
2011-01-27,10.443,0.625,4.725
2011-01-28,4.593,-2.926,4.299
2011-01-29,31.176,-0.513,19.155
2011-01-30,16.296,-0.802,12.507
2011-01-31,17.646,-0.728,12.417
2011-02-01,1.914,-5.494,1.578
2011-02-02,6.831,-5.115,6.858
2011-02-03,4.485,-8.442,4.5
2011-02-04,7.302,-8.307,7.332
2011-02-05,5.343,-5.413,5.343
2011-02-06,5.859,-6.225,5.883
2011-02-07,0.333,-8.582,0.348
2011-02-08,1.323,-4.827,1.236
2011-02-09,14.16,-1.772,8.226
2011-02-10,3.303,-1.716,3.066
2011-02-11,11.718,0.732,6.864
2011-02-12,11.706,-0.536,9.159
2011-02-13,8.943,-3.413,8.727
2011-02-14,7.845,-3.253,7.725
2011-02-15,0.708,-4.131,0.726
2011-02-16,0.483,-2.609,0.507
2011-02-17,2.466,-3.016,2.337
2011-02-18,0.141,-3.297,0.156
2011-02-19,1.236,-0.337,0.696
2011-02-20,3.747,0.662,2.031
2011-02-21,8.64,-0.103,4.215
2011-02-22,3.996,-0.22,2.631
2011-02-23,28.479,2.197,9.561
2011-02-24,16.569,1.687,8.691
2011-02-25,5.97,-1.544,5.013
2011-02-26,11.367,-3.574,11.238
2011-02-27,4.872,-1.314,2.868
2011-02-28,28.848,-1.155,21.195
2011-03-01,34.167,-2.344,27.345
2011-03-02,4.521,-2.765,4.14
2011-03-03,14.664,0.127,6.264
2011-03-04,0.009,-5.243,0.009
2011-03-05,34.593,-2.74,21.249
2011-03-06,9.708,-1.726,9.501
2011-03-07,15.384,-4.297,15.324
2011-03-08,2.172,-10.919,2.205
2011-03-09,0.108,-13.965,0.123
2011-03-10,1.764,-12.487,1.797
2011-03-11,1.245,-10.604,1.275
2011-03-12,0.09,-11.797,0.102
2011-03-13,8.577,-5.655,8.223
2011-03-14,52.905,0.978,31.257
2011-03-15,8.517,-4.294,8.484
2011-03-16,6.267,-7.441,6.273
2011-03-17,3.033,-9.89,3.072
2011-03-18,3.192,-8.263,3.219
2011-03-19,14.124,-7.108,13.755
2011-03-20,11.574,-6.87,11.451
2011-03-21,3.75,-4.968,3.744
2011-03-22,3.888,-5.613,3.882
2011-03-23,0.174,-6.37,0.186
2011-03-24,6.627,-1.07,2.619
2011-03-25,2.145,-0.421,0.804
2011-03-26,0.342,-0.419,0.147
2011-03-27,0.114,-0.85,0.102
2011-03-28,0.396,-1.904,0.408
2011-03-29,1.563,-1.39,1.554
2011-03-30,12.402,0.826,6.204
2011-03-31,7.653,0.252,5.037
2011-04-01,12.483,-0.428,9.888
2011-04-02,2.463,-1.783,2.214
2011-04-03,0.909,-3.067,0.918
2011-04-04,1.173,-2.625,1.173
2011-04-05,7.056,0.745,4.881
2011-04-06,10.95,-0.589,9.27
2011-04-07,13.44,0.961,7.203
2011-04-08,5.319,1.653,1.731
2011-04-09,23.973,3.23,1.881
2011-04-10,14.001,0.628,9.831
2011-04-11,15.024,-1.373,14.652
2011-04-12,15.348,-0.1,13.917
2011-04-13,28.17,1.303,13.851
2011-04-14,19.632,-0.406,13.524
2011-04-15,9.804,-2.02,8.949
2011-04-16,7.398,-0.185,4.398
2011-04-17,4.377,-2.564,3.954
2011-04-18,15.399,-1.77,14.082
2011-04-19,9.711,-2.266,7.08
2011-04-20,11.742,-0.378,6.306
2011-04-21,6.384,0.333,4.032
2011-04-22,18.228,1.728,8.076
2011-04-23,4.098,-1.454,3.6
2011-04-24,21.501,-0.787,17.451
2011-04-25,10.062,-1.586,9.315
2011-04-26,5.733,1.758,3.708
2011-04-27,12.423,1.332,7.869
2011-04-28,11.457,1.078,4.284
2011-04-29,4.944,0.809,2.469
2011-04-30,26.166,1.98,6.339
2011-05-01,10.308,2.583,1.305
2011-05-02,3.339,4.601,0.324
2011-05-03,0.0,4.728,0.0
2011-05-04,0.066,1.502,0.003
2011-05-05,0.006,1.758,0.012
2011-05-06,0.159,2.887,0.012
2011-05-07,1.311,3.635,0.504
2011-05-08,0.387,5.176,0.03
2011-05-09,6.132,5.882,0.552
2011-05-10,2.934,5.362,0.126
2011-05-11,0.153,3.58,0.018
2011-05-12,0.0,2.192,0.0
2011-05-13,0.426,2.568,0.15
2011-05-14,3.501,2.335,1.527
2011-05-15,0.729,0.944,0.531
2011-05-16,2.742,-0.071,2.409
2011-05-17,0.336,0.462,0.171
2011-05-18,0.426,2.499,0.423
2011-05-19,3.987,0.674,3.123
2011-05-20,0.429,-1.527,0.483
2011-05-21,0.054,-0.491,0.072
2011-05-22,0.021,-0.364,0.027
2011-05-23,1.884,-1.425,1.902
2011-05-24,0.498,-0.78,0.516
2011-05-25,0.537,0.902,0.312
2011-05-26,12.987,1.413,7.869
2011-05-27,11.322,2.487,5.457
2011-05-28,0.72,3.585,0.177
2011-05-29,0.264,2.45,0.285
2011-05-30,0.018,1.567,0.033
2011-05-31,4.299,1.853,2.019
2011-06-01,4.914,4.672,1.8
2011-06-02,0.624,2.439,0.174
2011-06-03,1.557,1.696,0.909
2011-06-04,0.885,3.367,0.252
2011-06-05,1.011,2.432,0.165
2011-06-06,0.021,0.356,0.033
2011-06-07,0.039,1.79,0.039
2011-06-08,0.036,0.722,0.057
2011-06-09,1.113,1.43,1.131
2011-06-10,1.776,3.64,1.146
2011-06-11,0.831,6.277,0.003
2011-06-12,0.015,6.752,0.0
2011-06-13,5.331,4.591,0.444
2011-06-14,1.026,5.314,0.033
2011-06-15,0.018,5.061,0.0
2011-06-16,1.083,5.905,0.105
2011-06-17,1.824,6.534,0.021
2011-06-18,0.168,7.268,0.0
2011-06-19,0.087,8.236,0.0
2011-06-20,0.024,7.077,0.0
2011-06-21,0.552,7.016,0.0
2011-06-22,2.331,5.6,0.018
2011-06-23,2.139,5.767,0.054
2011-06-24,1.122,6.198,0.0
2011-06-25,3.255,5.947,0.033
2011-06-26,0.384,7.012,0.0
2011-06-27,0.453,6.309,0.096
2011-06-28,0.183,6.225,0.048
2011-06-29,0.141,5.84,0.06
2011-06-30,0.936,7.136,0.027
2011-07-01,7.428,6.48,0.189
2011-07-02,11.94,8.186,0.009
2011-07-03,5.73,7.401,0.081
2011-07-04,4.938,7.439,0.099
2011-07-05,0.009,10.008,0.0
2011-07-06,0.456,10.627,0.0
2011-07-07,0.0,10.49,0.0
2011-07-08,1.932,8.232,0.0
2011-07-09,0.987,8.751,0.0
2011-07-10,2.316,8.019,0.003
2011-07-11,0.0,8.547,0.0
2011-07-12,1.164,7.197,0.006
2011-07-13,3.483,7.701,0.018
2011-07-14,4.584,8.828,0.0
2011-07-15,0.36,9.928,0.0
2011-07-16,0.0,9.256,0.0
2011-07-17,3.573,8.24,0.0
2011-07-18,3.435,9.125,0.0
2011-07-19,2.541,8.903,0.0
2011-07-20,0.051,9.572,0.0
2011-07-21,0.306,8.86,0.0
2011-07-22,1.167,8.829,0.006
2011-07-23,0.072,9.345,0.0
2011-07-24,15.267,6.923,0.0
2011-07-25,0.963,8.492,0.0
2011-07-26,12.924,7.867,0.0
2011-07-27,5.283,8.211,0.0
2011-07-28,3.465,7.146,0.033
2011-07-29,10.476,7.648,0.024
2011-07-30,7.59,7.91,0.03
2011-07-31,4.653,8.286,0.015
2011-08-01,4.059,8.535,0.0
2011-08-02,0.816,8.67,0.003
2011-08-03,1.794,8.9,0.003
2011-08-04,1.065,9.649,0.0
2011-08-05,5.694,10.074,0.0
2011-08-06,1.692,10.178,0.0
2011-08-07,0.0,10.179,0.0
2011-08-08,0.0,8.792,0.0
2011-08-09,0.0,9.651,0.0
2011-08-10,0.0,10.075,0.0
2011-08-11,0.945,8.893,0.0
2011-08-12,1.11,8.967,0.0
2011-08-13,0.042,8.139,0.0
2011-08-14,0.687,5.769,0.171
2011-08-15,2.316,6.08,0.09
2011-08-16,0.729,5.951,0.054
2011-08-17,2.145,5.854,0.096
2011-08-18,3.201,6.316,0.045
2011-08-19,1.782,7.141,0.027
2011-08-20,0.135,7.02,0.003
2011-08-21,0.741,6.736,0.036
2011-08-22,9.186,5.802,0.756
2011-08-23,0.891,7.076,0.033
2011-08-24,0.003,6.444,0.0
2011-08-25,0.0,5.107,0.0
2011-08-26,0.0,5.412,0.0
2011-08-27,0.0,5.328,0.0
2011-08-28,2.622,5.83,0.198
2011-08-29,0.81,7.454,0.0
2011-08-30,4.86,7.768,0.0
2011-08-31,18.75,8.324,0.0
2011-09-01,6.672,7.574,0.045
2011-09-02,3.573,8.0,0.033
2011-09-03,2.217,8.317,0.009
2011-09-04,0.651,7.925,0.0
2011-09-05,4.065,7.224,0.018
2011-09-06,1.617,6.617,0.003
2011-09-07,1.068,2.599,0.783
2011-09-08,0.369,0.381,0.381
2011-09-09,0.0,1.031,0.0
2011-09-10,0.0,2.794,0.0
2011-09-11,0.0,4.645,0.0
2011-09-12,0.0,4.641,0.0
2011-09-13,0.0,2.526,0.0
2011-09-14,0.0,3.209,0.0
2011-09-15,10.131,5.461,0.084
2011-09-16,15.897,7.641,0.144
2011-09-17,0.675,7.053,0.0
2011-09-18,8.607,4.858,1.956
2011-09-19,13.104,5.469,1.443
2011-09-20,5.997,3.606,0.918
2011-09-21,0.222,3.184,0.102
2011-09-22,0.018,2.824,0.012
2011-09-23,1.002,3.985,0.159
2011-09-24,10.971,5.814,0.999
2011-09-25,11.592,6.05,0.627
2011-09-26,16.11,5.019,1.086
2011-09-27,18.102,4.756,2.226
2011-09-28,15.192,6.08,0.219
2011-09-29,31.026,6.27,1.389
2011-09-30,18.783,6.172,2.139
2011-10-01,26.829,3.823,6.234
2011-10-02,23.727,5.594,2.019
2011-10-03,5.448,4.12,0.333
2011-10-04,0.471,0.947,0.345
2011-10-05,5.385,0.083,4.722
2011-10-06,0.207,0.037,0.219
2011-10-07,0.06,-1.032,0.069
2011-10-08,43.878,2.258,17.946
2011-10-09,5.283,-0.263,3.627
2011-10-10,0.033,-3.731,0.051
2011-10-11,0.102,-1.455,0.12
2011-10-12,24.396,2.318,6.639
2011-10-13,36.24,4.889,2.436
2011-10-14,22.134,1.876,13.239
2011-10-15,7.41,0.277,6.048
2011-10-16,0.591,-0.832,0.609
2011-10-17,1.557,-0.829,1.554
2011-10-18,0.282,-5.082,0.324
2011-10-19,1.71,-2.023,1.251
2011-10-20,15.942,1.188,7.332
2011-10-21,8.922,0.265,5.85
2011-10-22,15.081,0.674,10.764
2011-10-23,1.386,-0.573,1.194
2011-10-24,0.015,-3.047,0.033
2011-10-25,20.733,1.774,2.232
2011-10-26,6.201,3.147,1.053
2011-10-27,1.935,0.997,1.476
2011-10-28,1.143,0.355,0.768
2011-10-29,15.546,2.011,4.809
2011-10-30,12.297,1.507,5.205
2011-10-31,3.801,0.888,0.936
2011-11-01,0.204,-2.387,0.219
2011-11-02,4.857,-2.354,4.671
2011-11-03,14.496,3.838,6.453
2011-11-04,4.89,4.321,0.609
2011-11-05,12.747,0.424,8.193
2011-11-06,13.068,-0.043,10.101
2011-11-07,28.545,3.312,4.398
2011-11-08,8.097,3.651,2.376
2011-11-09,14.439,4.473,1.971
2011-11-10,9.615,3.651,2.52
2011-11-11,7.356,2.214,3.624
2011-11-12,1.536,4.344,0.054
2011-11-13,0.861,2.718,0.186
2011-11-14,4.275,4.831,0.06
2011-11-15,13.626,6.246,0.24
2011-11-16,3.624,4.243,0.009
2011-11-17,5.253,2.855,1.041
2011-11-18,0.552,1.606,0.153
2011-11-19,2.658,1.205,1.032
2011-11-20,24.525,1.387,10.17
2011-11-21,13.647,-1.349,12.786
2011-11-22,4.083,-1.264,3.699
2011-11-23,9.726,-2.594,9.381
2011-11-24,3.279,-3.963,3.294
2011-11-25,2.457,-5.919,2.475
2011-11-26,0.27,-7.713,0.321
2011-11-27,3.771,-5.897,3.786
2011-11-28,12.531,-3.226,12.186
2011-11-29,0.852,-7.655,0.885
2011-11-30,0.015,-11.497,0.027
2011-12-01,3.63,-8.913,3.63
2011-12-02,2.262,-7.491,2.271
2011-12-03,0.426,-9.718,0.459
2011-12-04,1.716,-10.076,1.737
2011-12-05,0.042,-12.979,0.045
2011-12-06,5.34,-8.37,5.379
2011-12-07,0.321,-11.555,0.339
2011-12-08,0.243,-9.282,0.282
2011-12-09,0.165,-14.353,0.198
2011-12-10,2.685,-9.031,2.691
2011-12-11,1.896,-3.813,1.932
2011-12-12,0.741,-5.231,0.78
2011-12-13,0.267,-4.226,0.321
2011-12-14,0.18,-6.025,0.213
2011-12-15,1.947,-7.511,1.965
2011-12-16,0.369,-8.753,0.399
2011-12-17,0.669,-9.628,0.696
2011-12-18,10.335,-5.165,9.222
2011-12-19,4.512,-5.997,4.509
2011-12-20,3.429,-6.84,3.435
2011-12-21,16.275,-2.93,11.886
2011-12-22,6.255,-3.669,6.252
2011-12-23,2.679,-6.714,2.685
2011-12-24,26.136,-3.418,22.602
2011-12-25,8.172,-7.246,8.184
2011-12-26,3.783,-8.613,3.789
2011-12-27,1.482,-6.499,1.509
2011-12-28,0.408,-8.44,0.417
2011-12-29,9.903,-6.644,9.927
2011-12-30,13.236,-4.492,11.547
2011-12-31,15.51,-1.679,13.836
2012-01-01,3.45,-5.13,3.435
2012-01-02,0.048,-8.848,0.063
2012-01-03,0.159,-9.042,0.186
2012-01-04,0.012,-8.112,0.03
2012-01-05,0.849,-7.315,0.87
2012-01-06,26.088,-1.134,22.38
2012-01-07,2.505,-2.37,1.818
2012-01-08,37.329,-0.364,21.765
2012-01-09,25.191,-3.084,24.435
2012-01-10,9.405,-5.984,9.411
2012-01-11,0.768,-6.815,0.804
2012-01-12,0.918,-8.234,0.93
2012-01-13,32.157,1.563,14.256
2012-01-14,41.349,0.618,10.038
2012-01-15,1.677,-3.437,1.383
2012-01-16,15.624,1.086,8.031
2012-01-17,8.958,-1.678,7.77
2012-01-18,8.835,-3.771,8.778
2012-01-19,1.05,-7.322,1.083
2012-01-20,9.306,-5.74,9.285
2012-01-21,0.348,-5.516,0.375
2012-01-22,0.261,-4.796,0.3
2012-01-23,0.051,-6.48,0.066
2012-01-24,15.609,-4.11,15.543
2012-01-25,5.964,-6.974,5.973
2012-01-26,2.25,-8.146,2.268
2012-01-27,17.901,-3.348,15.885
2012-01-28,44.58,3.063,8.436
2012-01-29,37.491,0.516,12.156
2012-01-30,1.146,-2.097,1.143
2012-01-31,32.814,0.509,21.639
2012-02-01,12.531,-2.512,11.109
2012-02-02,12.681,-1.127,5.544
2012-02-03,9.63,-1.76,7.413
2012-02-04,7.488,-0.332,4.884
2012-02-05,0.672,-5.06,0.624
2012-02-06,13.719,1.283,4.722
2012-02-07,18.174,0.085,12.075
2012-02-08,15.438,-1.138,13.815
2012-02-09,26.319,-0.927,18.156
2012-02-10,4.137,-3.227,4.08
2012-02-11,2.163,-2.376,1.872
2012-02-12,14.985,-0.102,8.793
2012-02-13,0.42,-0.625,0.231
2012-02-14,3.744,0.695,1.35
2012-02-15,13.935,-0.79,5.733
2012-02-16,12.192,-3.655,11.715
2012-02-17,2.568,-8.232,2.718
2012-02-18,0.255,-12.367,0.264
2012-02-19,18.894,-2.703,14.703
2012-02-20,1.014,-4.894,0.831
2012-02-21,9.528,-0.836,6.426
2012-02-22,6.039,-1.573,4.851
2012-02-23,14.487,-1.267,11.844
2012-02-24,9.792,-1.885,9.384
2012-02-25,8.397,-2.252,6.894
2012-02-26,33.84,1.096,13.644
2012-02-27,10.785,-2.57,8.355
2012-02-28,10.101,-1.464,9.171
2012-02-29,9.921,-3.36,9.465
2012-03-01,6.774,-4.29,6.525
2012-03-02,34.902,2.555,18.027
2012-03-03,10.257,-2.561,6.864
2012-03-04,1.434,-6.082,1.458
2012-03-05,15.864,-1.595,11.196
2012-03-06,17.214,-1.974,15.549
2012-03-07,8.358,-5.462,8.37
2012-03-08,12.924,-3.561,12.831
2012-03-09,7.338,-4.644,7.341
2012-03-10,16.938,-1.585,9.264
2012-03-11,2.343,-2.4,2.325
2012-03-12,4.641,-2.391,2.829
2012-03-13,16.023,0.177,7.521
2012-03-14,9.729,-2.691,9.696
2012-03-15,0.009,-6.578,0.027
2012-03-16,4.311,-5.339,4.305
2012-03-17,0.852,-7.81,0.894
2012-03-18,8.592,-9.356,8.574
2012-03-19,29.589,-0.883,22.113
2012-03-20,16.35,-1.51,9.927
2012-03-21,4.911,-2.288,3.591
2012-03-22,17.658,0.412,6.51
2012-03-23,12.048,3.146,1.659
2012-03-24,1.782,2.834,0.636
2012-03-25,11.04,3.204,2.463
2012-03-26,9.027,2.594,2.157
2012-03-27,11.205,1.333,6.099
2012-03-28,3.195,1.24,1.494
2012-03-29,0.834,1.861,0.003
2012-03-30,0.072,0.584,0.027
2012-03-31,1.353,0.644,0.306
2012-04-01,2.832,0.778,1.707
2012-04-02,1.533,-5.807,1.167
2012-04-03,0.915,-2.621,0.771
2012-04-04,1.62,1.166,0.705
2012-04-05,1.176,1.585,0.396
2012-04-06,0.84,2.33,0.126
2012-04-07,10.611,2.404,0.762
2012-04-08,9.306,0.0,2.478
2012-04-09,0.189,-1.3,0.24
2012-04-10,1.431,-0.773,1.218
2012-04-11,2.838,-2.325,2.85
2012-04-12,0.408,-3.312,0.459
2012-04-13,0.684,-3.717,0.69
2012-04-14,1.059,-1.561,1.059
2012-04-15,0.015,-1.607,0.024
2012-04-16,0.132,-1.146,0.129
2012-04-17,0.156,-4.268,0.153
2012-04-18,0.096,-4.023,0.105
2012-04-19,0.039,-2.752,0.054
2012-04-20,0.0,-3.893,0.0
2012-04-21,0.003,-1.881,0.015
2012-04-22,0.006,-1.319,0.0
2012-04-23,0.003,-1.211,0.006
2012-04-24,0.036,-0.789,0.009
2012-04-25,1.776,-1.882,1.416
2012-04-26,3.981,-0.611,3.546
2012-04-27,1.836,0.091,1.278
2012-04-28,17.37,1.144,6.834
2012-04-29,0.285,0.93,0.261
2012-04-30,2.967,1.122,0.561
2012-05-01,0.045,1.581,0.036
2012-05-02,2.358,1.84,0.822
2012-05-03,0.018,0.892,0.021
2012-05-04,0.0,1.023,0.0
2012-05-05,0.0,-2.091,0.006
2012-05-06,0.0,-2.986,0.003
2012-05-07,0.015,-3.371,0.021
2012-05-08,0.075,-2.738,0.093
2012-05-09,0.15,-1.073,0.156
2012-05-10,0.663,-0.241,0.408
2012-05-11,3.42,1.112,1.308
2012-05-12,10.845,1.943,3.993
2012-05-13,1.131,-0.851,0.834
2012-05-14,1.533,-4.228,1.557
2012-05-15,0.234,-3.822,0.273
2012-05-16,0.0,-3.16,0.003
